"","cy","cy2","country_name","year","v2jupoatck_lag2","v2jupoatck_lag1","v2jupoatck","v2juhccomp_lag2","v2juhccomp_lag1","v2juhccomp","v2jupurge_lag2","v2jupurge_lag1","v2jupurge","v2jupack_lag2","v2jupack_lag1","v2jupack","v2x_jucon_lag2","v2x_jucon_lag1","v2x_jucon","v2juhcind_lag2","v2juhcind_lag1","v2juhcind","v2xlg_legcon","v2x_divparctrl","v2x_polyarchy","v2x_regime","e_gdppc","e_regiongeo","e_regionpol","log_e_gdppc","region","POLCONIII_VDEM","polconiii","LJI","LJI_lag1","LJI_lag2","LJI_lag3","LJI_lead1","LJI_lead2","LJI_vdem","LJI_vdem_lag1","LJI_vdem_lag2","LJI_vdem_lag3","LJI_vdem_lead1","LJI_vdem_lead2","boix_democracy","boix_democracy_text","boix_democracy_omitteddata","boix_democracy_trans","boix_democracy_breakdowns","boix_democracy_duration","boix_democracy_duration_log","system","checks","frac","govfrac","numvote","gov1me","gov1vote","gov2me","gov2vote","gov3me","gov3vote","oppfrac","oppvote","opp1me","opp1vote","opp2me","opp2vote","opp3me","opp3vote","execme","percentl","execnat","allhouse","api_gov","popul_gov","conserv_gov","extremism_gov","seatshare_gov","seatshare_total","api_exec_party","popul_exec_party","conserv_exec_party","api_opp","popul_opp","conserv_opp","seatshare_opp","edi_high","regime_type","api_exec_gov","popul_exec_gov","conserv_exec_gov","api_model","popul_model","conserv_model"
"7851","VEN 1978","Venezuela 1978","Venezuela",1978,-0.663,-0.663,-0.663,1.177,1.177,1.177,-0.497,-0.497,-0.497,-0.051,-0.29,-0.29,0.724,0.724,0.724,0.606,0.606,0.606,0.861,-1.495,0.729,2,31.299,18,2,3.44358614815394,"Latin Am.",0.49,0.488556262,0.5891,0.5862,0.5848,0.5834,0.5895,0.5906,0.6481,0.6432,0.6392,0.6366,0.6531,0.6558,1,"democracy",1,0,0,20,2.99573227355399,"Presidential",5,0.55485398,0,0,"COPEI",NA,NA,0,NA,0,0.19574468,0,"AD",NA,"MAS",NA,"MIR",NA,"COPEI",NA,0,1,0.028696,0.10128,-0.888484,0.17302,42.2,93.9,0.068,0.24,0.41,0.083197,0.281733,-0.391463,49.7,"high edi","Electoral democracy",0.048348,0.17064,-0.239242,0.048348,0.17064,-0.239242
"7856","VEN 1983","Venezuela 1983","Venezuela",1983,-0.663,-0.663,-0.663,1.177,1.177,1.177,-0.25,-0.25,-0.25,-0.051,-0.051,-0.051,0.724,0.724,0.724,0.606,0.606,0.606,0.858,-1.459,0.73,2,27.378,18,2,3.30973977117332,"Latin Am.",0.42,0.335466632,0.5862,0.5748,0.5673,0.5538,0.5858,0.5834,0.6401,0.6269,0.6199,0.6081,0.6397,0.6366,1,"democracy",1,0,0,25,3.2188758248682,"Presidential",2,0.59536362,0,0,"AD",NA,NA,0,NA,0,0.50638866,0,"COPEI",NA,"MAS",NA,"URD",NA,"AD",NA,0,1,0.105655,0.284195,0.50024,0.3503,56.5,91.5,0.187,0.503,-0.62,0.03405,0.11985,0.0591,35,"high edi","Electoral democracy",0.1463275,0.3935975,-0.05988,0.1463275,0.3935975,-0.05988
"7861","VEN 1988","Venezuela 1988","Venezuela",1988,-0.259,-0.663,-0.663,1.177,1.177,1.177,-0.25,-0.25,-0.25,1.502,-0.051,-0.051,0.671,0.683,0.703,0.606,0.606,0.606,0.846,-1.201,0.728,2,25.003,18,2,3.21899581766878,"Latin Am.",0.43,0.429975874,0.532,0.5202,0.5126,0.4985,0.5403,0.5538,0.5893,0.5769,0.5676,0.5495,0.597,0.6081,1,"democracy",1,0,0,30,3.40119738166216,"Presidential",5,0.64822143,0,43.299999,"AD",43.299999,NA,0,NA,0,0.54915047,53.900002,"COPEI",31.1,"MAS",10.2,"NGD",3.3,"AD",NA,0,0,0.072933,0.210105,0.478953,0.106743,48.3,90.6,0.151,0.435,-0.221,0.045594,0.159372,0.01287,42.3,"high edi","Electoral democracy",0.1119665,0.3225525,0.1289765,0.1119665,0.3225525,0.1289765
"7866","VEN 1993","Venezuela 1993","Venezuela",1993,-0.259,-0.259,-0.259,1.443,1.177,1.177,-0.25,-0.25,-0.25,1.502,1.502,1.502,0.685,0.676,0.769,0.603,0.603,1.197,0.894,-1.073,0.745,2,25.529,18,2,3.23981506088186,"Latin Am.",0.47,0.473289164,0.4663,0.4536,0.4466,0.4412,0.4857,0.4985,0.5086,0.4928,0.4805,0.4666,0.5314,0.5495,1,"democracy",1,0,0,35,3.55534806148941,"Presidential",5,0.75021577,1.110223e-16,0,"CN",NA,NA,0,NA,0,0.6647923,0,"AD",NA,"COPEI",NA,"CR",NA,"CN",NA,0,0,0.016384,0.064,0,0.074496,12.8,97.5,0.128,0.5,0.582,0.070262,0.153256,0.107465,53.2,"high edi","Electoral democracy",0.072192,0.282,0.291,0.072192,0.282,0.291
"7871","VEN 1998","Venezuela 1998","Venezuela",1998,-1.708,-0.527,-0.527,-0.74,1.077,1.077,-1.315,-0.32,-0.32,-1.087,1.048,1.502,0.32,0.577,0.644,-0.436,-0.202,0.369,0.894,-1.161,0.733,2,24.5,18,2,3.19867311755068,"Latin Am.",0.41,0.176465697,0.4192,0.401,0.3809,0.3606,0.4321,0.4412,0.4112,0.3706,0.3226,0.2851,0.4434,0.4666,1,"democracy",1,0,0,40,3.68887945411394,"Presidential",4,0.80192816,0.45424432,33.630001,"MVR",21.280001,"MAS",8.7200003,"PPT",3.6300001,0.68660969,51.93,"AD",21.74,"COPEI",10.68,"PRVZL",12.28,"MVR",NA,0,0,0.200073,0.25893,-0.181024,0.602303,28.5,80.3,0.945,0.994,-2.395,0.079117,0.111729,0.132388,51.8,"high edi","Electoral democracy",0.5725365,0.626465,-1.288012,0.5725365,0.626465,-1.288012
"7873","VEN 2000","Venezuela 2000","Venezuela",2000,-1.708,-1.708,-1.708,-0.74,-0.74,-0.74,-1.612,-1.315,-1.315,-1.087,-1.087,-1.087,0.32,0.32,0.32,-0.436,-0.436,-0.436,0.304,1.174,0.573,2,24.396,18,2,3.19441918443421,"Latin Am.",0,0.176465697,0.3809,0.3606,0.3393,0.3184,0.401,0.4192,0.3226,0.2851,0.2496,0.2109,0.3706,0.4112,1,"democracy",1,0,0,42,3.73766961828337,"Presidential",2,0.63963413,0.23805325,51.100002,"MVR",44.200001,"PRVZL",6.9000001,"MAS",NA,0.47575757,21.200001,"AD",16.1,"COPEI",5.0999999,"PJ",NA,"MVR",NA,0,1,0.576198,0.594252,0.65679,1.503144,63,86.6,0.985,0.994,-2.506,0.056712,0.083036,-0.006208,23.6,"low edi","Electoral democracy",0.780599,0.794126,-0.924605,0.780599,0.794126,-0.924605
"7989","BEN 1991","Benin 1991","Benin",1991,0.01,-0.881,-0.881,0.556,0.556,0.556,0.447,0.447,-0.491,1.726,1.726,-0.528,0.675,0.675,0.581,0.599,0.599,0.599,0.868,1.272,0.47,1,3.869,6,4,1.35299607571838,"Sub-S. Africa",0,0,0.4268,0.4674,0.4759,0.4767,0.3603,0.279,0.4576,0.5035,0.5238,0.5355,0.3877,0.3197,1,"democracy",1,1,0,1,0,"Presidential",3,0.94290125,0,18.9,"UTDR",18.9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"independent",NA,0,1,0.07802,0.051136,0.01752,0.058092,18.8,89.2,NA,NA,NA,0.190748,0.22032,0.208675,70.4,"low edi","Autocratic",NA,NA,NA,NA,NA,NA
"7993","BEN 1995","Benin 1995","Benin",1995,0.01,0.01,0.01,0.556,0.556,0.556,0.447,0.447,0.447,1.726,1.726,1.726,0.675,0.675,0.675,0.599,0.599,0.599,0.928,1.272,0.624,2,3.937,6,4,1.3704190119616,"Sub-S. Africa",0.6,0.599567014,0.4698,0.4624,0.4635,0.4574,0.4767,0.4759,0.5378,0.5374,0.5396,0.5372,0.5355,0.5238,1,"democracy",1,0,0,5,1.6094379124341,"Presidential",3,0.86419749,0.78741497,0,"PRD",NA,"FARD- Alafia",NA,"PSD",NA,0.61931819,0,"RB",NA,"UDSN",NA,"NG",NA,"independent",52.5,0,0,0.121234,0.116884,0.14749,0.276689,44.5,79.4,NA,NA,NA,0.08855,0.065274,0.324852,25.3,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"7997","BEN 1999","Benin 1999","Benin",1999,0.01,0.01,0.01,0.556,0.556,0.556,0.447,0.447,0.447,1.726,1.726,1.726,0.675,0.675,0.675,0.599,0.599,0.599,0.898,1.478,0.61,2,4.295,6,4,1.45745155543622,"Sub-S. Africa",0.57,0.5685464,0.4456,0.4296,0.4193,0.4124,0.4574,0.4635,0.5305,0.5229,0.5141,0.5061,0.5372,0.5396,1,"democracy",1,0,0,9,2.19722457733622,"Presidential",3,0.84969145,0.83773786,26.93,"PRD",12.17,"FARD- Alafia",5.4899998,"PSD",9.2700005,0.51686907,22.690001,"RB",22.690001,"Alliance Etoile",NA,"MERCI",NA,"independent",52.5,0,0,0.112978,0.104591,-0.305203,0.202661,36.1,75.8,NA,NA,NA,0.130961,0.094146,0.506868,39.7,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"8001","BEN 2003","Benin 2003","Benin",2003,0.488,0.01,0.01,1.381,0.556,0.556,0.353,0.353,0.353,1.726,1.726,1.726,0.684,0.675,0.675,0.599,0.599,0.599,0.923,1.188,0.606,2,4.678,6,4,1.54287066816199,"Sub-S. Africa",0.57,0.565215839,0.4007,0.3824,0.3734,0.3662,0.4124,0.4193,0.4991,0.4899,0.4857,0.4846,0.5061,0.5141,1,"democracy",1,0,0,13,2.56494935746154,"Presidential",2,0.80123425,0.58069384,0,"UBF",NA,"PRD",NA,"MADEP",NA,0.74107528,0,"RB",NA,"FC",NA,"Alliance Etoile",NA,"independent",84.059998,0,0,0.25121,0.171648,0.100224,0.36444,61.4,85.5,NA,NA,NA,0.078737,0.066858,0.220284,24.1,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"8005","BEN 2007","Benin 2007","Benin",2007,-0.522,-0.522,-0.522,1.227,1.227,1.227,0.353,0.353,0.353,1.726,1.726,1.726,0.677,0.677,0.677,0.599,0.599,0.599,0.891,1.065,0.653,2,4.817,6,4,1.57215132764808,"Sub-S. Africa",0.53,0.534065295,0.378,0.3868,0.4024,0.4215,0.3662,0.3734,0.4919,0.5012,0.5138,0.5286,0.4846,0.4857,1,"democracy",1,0,0,17,2.83321334405622,"Presidential",3,0.76919127,0.62096155,0,"FCBE",NA,"ADD",NA,"AR",NA,0.47354499,0,"PRD",NA,"FC",NA,"UPR",NA,"independent",74.519997,0,0,0.227467,0.121141,-0.165572,0.37813,59.1,80.6,NA,NA,NA,0.05375,0.056545,0.186835,21.5,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"8009","BEN 2011","Benin 2011","Benin",2011,-0.729,-0.715,-0.715,1.278,1.227,1.227,-0.265,0.375,0.174,1.726,1.726,1.726,0.65,0.677,0.677,0.852,0.599,0.599,0.891,1.199,0.604,2,4.877,6,4,1.58453027672792,"Sub-S. Africa",0.5,0.501543344,0.4334,0.4424,0.4487,0.4541,0.4215,0.4024,0.5426,0.5548,0.5649,0.5713,0.5286,0.5138,1,"democracy",1,0,0,21,3.04452243772342,"Presidential",3,0.62944466,0.29931974,0,"FCBE",NA,"Amana",NA,"Cauris",NA,0.22103387,0,"UN",NA,"UPR",NA,"G13",NA,"independent",NA,0,0,0.18525,0.13091,-0.358944,0.048906,49.4,92.7,NA,NA,NA,0.081586,0.21299,0.227069,36.1,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"8563","IDN 1999","Indonesia 1999","Indonesia",1999,0.166,0.166,0.166,1.189,1.189,0.584,0.44,0.44,0.44,1.422,1.422,1.422,0.725,0.725,0.691,0.94,0.94,0.94,0.728,-0.723,0.558,2,11.487,13,7,2.44121596116327,"S.E. Asia",0.25,0.418970263,0.2964,0.3182,0.3393,0.3619,0.2621,0.2336,0.1947,0.2182,0.241,0.2689,0.1612,0.1368,1,"democracy",1,1,1,1,0,"Assembly-Elected President",2,0.56949675,0.52402371,62.200001,"PDI-P",37.450001,"PKB",17.440001,"PAN",7.3099999,0.56949675,35.639999,"Golkar",20.889999,"PPP",10.68,"PBB",1.8200001,"PKB",NA,0,0,0.1396,0.336268,-0.092345,0.545853,51.9,90.7,0.308,0.508,-0.826,0.274032,0.0824,-0.129396,38.8,"low edi","Electoral democracy",0.2238,0.422134,-0.4591725,0.1396,0.336268,-0.092345
"8568","IDN 2004","Indonesia 2004","Indonesia",2004,0.166,0.166,0.166,1.189,1.189,1.189,0.44,0.44,0.44,1.422,1.422,1.422,0.733,0.733,0.733,1.122,1.122,1.122,0.768,-1.172,0.696,2,12.856,13,7,2.55381062843521,"S.E. Asia",0.5,0.499277645,0.4002,0.4106,0.4207,0.4168,0.3808,0.3619,0.3222,0.3364,0.3493,0.3522,0.2985,0.2689,1,"democracy",1,0,1,6,1.79175946922805,"Presidential",4,0.86923808,0.59149808,18.66,"PD",7.4499998,"PKS",7.3400002,"PBB",2.6199999,0.81554365,70.979996,"Golkar",21.57,"PDI-P",18.530001,"PPP",8.1499996,"PD",60.619999,0,0,0.098914,0.068682,0.533081,0.095638,18.4,90.9,0.407,0.355,0.194,0.281286,0.192294,-0.290286,53.4,"high edi","Electoral democracy",0.252957,0.211841,0.3635405,0.252957,0.211841,0.3635405
"8573","IDN 2009","Indonesia 2009","Indonesia",2009,-0.212,-0.212,-0.463,1.528,1.528,1.189,0.44,0.44,0.44,1.4,1.524,0.726,0.77,0.785,0.731,1.082,1.082,1.082,0.757,0.531,0.69,2,16.931,13,7,2.82914626114609,"S.E. Asia",0.57,0.093092914,0.416,0.4243,0.4401,0.4592,0.4149,0.4168,0.3784,0.4126,0.4487,0.4859,0.3598,0.3522,1,"democracy",1,0,1,11,2.39789527279837,"Presidential",3,0.84002256,0.772358,0,"PD",NA,"Golkar",NA,"PKS",NA,0.49032053,0,"PDI-P",NA,"Gerinda",NA,"Hanura",NA,"PD",NA,0,0,0.33633,0.142605,0.473698,0.189564,55.8,96.9,0.479,0.276,0.194,0.093964,0.132944,-0.259486,22,"high edi","Electoral democracy",0.407665,0.2093025,0.333849,0.407665,0.2093025,0.333849
"8578","IDN 2014","Indonesia 2014","Indonesia",2014,0.921,0.921,0.241,1.433,1.433,1.55,0.495,0.714,0.265,1.53,1.53,1.53,0.773,0.773,0.745,0.963,0.963,0.963,0.801,0.523,0.665,2,21.438,13,7,3.06516504826933,"S.E. Asia",0.56,0.560267385,0.4827,0.4804,NA,NA,0.4745,0.4592,0.54,0.5431,NA,NA,0.5199,0.4859,1,"democracy",1,0,1,16,2.77258872223978,"Presidential",4,0.87923795,0.63969797,37.529999,"PDI-P",18.950001,"PKB",9,"NasDem",6.7199998,0.81941044,61.529999,"Golkar",14.75,"Gerinda",13.04,"PD",10.89,"PDI-P",NA,0,0,0.122619,0.186336,-3.361,0.279873,34.2,100.2,0.329,0.669,-0.96,0.373289,0.196581,-0.152973,50.1,"high edi","Electoral democracy",0.2258095,0.427668,-2.1605,0.2258095,0.427668,-2.1605
"8683","MOZ 1994","Mozambique 1994","Mozambique",1994,1.414,1.414,1.414,0.335,0.335,0.335,0.22,0.22,0.22,1.006,1.006,1.006,0.604,0.604,0.6,0.621,0.621,0.621,0.392,-1.266,0.246,1,1.808,8,4,0.592221261969985,"Sub-S. Africa",0,0,0.2913,0.2919,0.2912,0.2924,0.2929,0.2964,0.3857,0.3915,0.3963,0.4018,0.3806,0.3741,1,"democracy",1,1,0,1,0,"Presidential",3,0.53387952,0,44.330002,"Frelimo",44.330002,NA,0,NA,0,0.13884297,42.93,"Renamo",37.779999,"Udemo",5.1500001,NA,0,"Frelimo",NA,1,1,0.36894,0.045408,0.072224,0.556248,51.6,100,0.715,0.088,-1.078,0.273404,0.315484,0.613868,48.4,"low edi","Autocratic",0.54197,0.066704,-0.502888,0.54197,0.066704,-0.502888
"8688","MOZ 1999","Mozambique 1999","Mozambique",1999,1.414,1.414,1.414,1.012,1.012,0.335,0.439,0.439,0.22,1.006,1.006,1.006,0.71,0.71,0.604,0.621,0.621,0.621,0.412,-1.266,0.458,1,2.238,8,4,0.805582609889734,"Sub-S. Africa",0,0.355937475,0.2964,0.299,0.3021,0.3042,0.2948,0.2924,0.4105,0.4145,0.4174,0.4205,0.4065,0.4018,1,"democracy",1,0,0,6,1.79175946922805,"Presidential",3,0.49995181,0,48.5,"Frelimo",48.5,NA,0,NA,0,0,38.799999,"Renamo",38.799999,NA,0,NA,0,"Frelimo",NA,1,1,0.40432,0.042028,0.059558,0.449008,53.2,100,0.76,0.079,-0.844,0.279864,0.320112,0.624312,46.8,"low edi","Autocratic",0.58216,0.060514,-0.392221,0.58216,0.060514,-0.392221
"8916","NPL 1991","Nepal 1991","Nepal",1991,0.601,0.601,0.311,1.824,1.824,1.824,1.084,1.084,1.084,-1.029,-1.029,-1.279,0.789,0.789,0.788,0.444,0.444,0.444,0.748,0.679,0.38,1,2.902,14,8,1.065400154462,"S. Asia",0,0.25740113,0.4455,0.469,0.4744,0.4749,0.4166,0.3717,0.3779,0.3916,0.4006,0.4074,0.3611,0.3407,1,"democracy",1,1,0,1,0,"Parliamentary",4,0.59834528,0,37.700001,"NC",37.700001,NA,0,NA,0,0.46167973,56.799999,"UML",28,"People's Front",4.8000002,"NGP",4.0999999,"NC",NA,0,1,0.287832,0.2148,0.015717,0.155193,53.7,95.3,0.536,0.4,0.289,0.280721,0.284428,-0.683436,33.7,"low edi","Autocratic",0.411916,0.3074,0.1523585,0.287832,0.2148,0.015717
"8919","NPL 1994","Nepal 1994","Nepal",1994,0.228,0.228,0.228,1.824,1.824,1.824,1.084,1.084,1.084,-1.029,-1.029,-1.029,0.791,0.784,0.789,0.444,0.444,0.444,0.753,0.966,0.403,1,3.184,14,8,1.15813826798214,"S. Asia",0.4,0.496712464,0.4749,0.4754,0.4731,0.4679,0.4744,0.469,0.4074,0.4124,0.4168,0.4203,0.4006,0.3916,1,"democracy",1,0,0,4,1.38629436111989,"Parliamentary",5,0.64475131,0,30.799999,"UML",30.799999,NA,0,NA,0,0.46945918,62.5,"NC",33.400002,"RPP",17.9,"NWPP",1,"UML",NA,0,1,0.299871,0.354354,-0.021808,0.870012,42.9,93.2,0.699,0.826,-2.028,0.292282,0.211392,-0.102937,50.3,"low edi","Autocratic",0.4994355,0.590177,-1.024904,0.299871,0.354354,-0.021808
"8924","NPL 1999","Nepal 1999","Nepal",1999,0.106,0.106,0.228,1.824,1.824,1.824,1.084,1.084,1.084,-1.029,-1.029,-1.029,0.769,0.801,0.791,0.993,0.993,0.444,0.736,1.185,0.385,1,3.517,14,8,1.25760835349185,"S. Asia",0.43,0.502663068,0.4508,0.4281,0.3921,0.3363,0.464,0.4679,0.4258,0.4267,0.4237,0.4192,0.4234,0.4203,1,"democracy",1,0,0,9,2.19722457733622,"Parliamentary",3,0.58467662,0.23047619,50.799999,"NC",37.169998,"NDP",10.43,"NSP",3.2,0.17549549,36.310001,"UML",31.610001,"People's Front",3.2,"SJN",0.89999998,"NC",NA,0,1,0.318354,0.2188,-0.01374,0.149331,54.7,94,0.582,0.4,0.273,0.24674,0.271414,-0.5746,33.8,"low edi","Autocratic",0.450177,0.3094,0.12963,0.318354,0.2188,-0.01374
"8933","NPL 2008","Nepal 2008","Nepal",2008,1.101,0.881,0.881,1.902,1.902,1.902,1.824,1.824,1.824,-0.7,-0.598,-0.711,0.784,0.784,0.801,0.652,0.652,0.652,0.89,0.839,0.473,1,4.323,14,8,1.46394960568549,"S. Asia",0.48,0.476214286,0.4624,0.4775,0.4868,0.5028,0.4362,0.392,0.4384,0.4418,0.4444,0.4487,0.4343,0.4283,1,"democracy",1,1,1,1,0,"Parliamentary",3,0.79493606,0.60705793,0,"CPN-M",NA,"CPN (UML)",NA,"MJF",NA,0.59931743,0,"NC",NA,"TMLP",NA,"RPP",NA,"CPN-M",NA,0,0,0.175998,0.197337,0.295704,0.158136,25.8,80.7,NA,NA,NA,0.114924,0.0732,0.093696,18.3,"low edi","Autocratic",NA,NA,NA,0.175998,0.197337,0.295704
"8937","NPL 2012","Nepal 2012","Nepal",2012,1.052,1.052,0.862,1.923,1.923,2.15,1.958,1.958,1.824,-0.427,-0.186,-0.661,0.762,0.768,0.814,0.716,0.716,0.716,0.917,0.822,0.391,1,5.169,14,8,1.6426792462139,"S. Asia",0,0.457449737,0.5159,0.5241,0.531,0.5341,0.5028,0.4868,0.4509,0.4516,0.4525,0.4535,0.4487,0.4444,1,"democracy",1,0,1,5,1.6094379124341,"Parliamentary",3,0.79493606,0.60705793,0,"CPN-M",NA,"CPN (UML)",NA,"MJF",NA,0.59931743,0,"NC",NA,"TMLP",NA,"RPP",NA,"CPN-M",NA,0,0,0.177444,0.177354,0.105787,0.134208,25.8,80.7,NA,NA,NA,0.114924,0.0732,0.041724,18.3,"low edi","Autocratic",NA,NA,NA,0.177444,0.177354,0.105787
"9096","NIC 1984","Nicaragua 1984","Nicaragua",1984,-1.228,-1.228,-1.228,-1.191,-1.191,-1.191,-0.945,-0.945,-0.945,-1.452,-1.452,-1.452,0.261,0.261,0.261,-1.376,-1.376,-1.376,NA,-0.818,0.198,1,8.193,17,2,2.10328013115968,"Latin Am.",0,0.377942873,0.1814,0.1909,0.1979,0.2144,0.1727,0.1538,0.1097,0.1226,0.1363,0.1563,0.0986,0.0832,1,"democracy",1,1,0,1,0,"Presidential",3,0.56688595,0,66.5,"FSLN",66.5,NA,0,NA,0,0.75630254,32.799999,"PCD",13.9,"PLI",9.3000002,"PPSC",5.6999998,"FSLN",NA,0,1,0.625475,0.561975,0.528912,1.7907,63.5,93.8,0.985,0.885,-2.82,0.146802,0.115266,0.256066,30.3,"low edi","Autocratic",0.8052375,0.7234875,-1.145544,0.8052375,0.7234875,-1.145544
"9102","NIC 1990","Nicaragua 1990","Nicaragua",1990,-0.188,-0.188,-0.188,0.314,0.314,0.314,0.381,0.381,0.381,-0.177,-0.177,-0.177,0.457,0.457,0.455,-0.908,-0.908,-0.908,0.742,1.038,0.634,2,5.666,17,2,1.73448340140832,"Latin Am.",0.38,0.377942873,0.3109,0.3357,0.3715,0.3987,0.2776,0.2431,0.2526,0.2803,0.3056,0.3216,0.2164,0.1839,1,"democracy",1,0,0,7,1.94591014905531,"Presidential",2,0.51839465,0,53.880001,"UNO",53.880001,NA,0,NA,0,0.096341461,43.400002,"FSLN",40.84,"PSCN",1.5700001,"MUR",0.99000001,"UNO",NA,0,1,0.143486,0.306916,0.180128,0.821028,55.4,97.8,0.259,0.554,1.482,0.361672,0.371424,-1.19568,42.4,"high edi","Electoral democracy",0.201243,0.430458,0.831064,0.201243,0.430458,0.831064
"9108","NIC 1996","Nicaragua 1996","Nicaragua",1996,-0.188,-0.188,-0.188,-0.568,-0.568,-0.568,0.404,0.404,0.685,1.581,1.581,1.581,0.283,0.283,0.324,-0.908,-0.908,-0.908,0.756,0.73,0.682,2,5.881,17,2,1.77172681547782,"Latin Am.",0.35,0.345454443,0.4996,0.518,0.5246,0.5267,0.4603,0.42,0.3371,0.334,0.3299,0.3242,0.3346,0.3274,1,"democracy",1,0,0,13,2.56494935746154,"Presidential",4,0.63531303,0,46.029999,"AL",46.029999,NA,0,NA,0,0.46846506,50.049999,"FSLN",36.549999,"CCN",3.73,"PCN",2.1199999,"AL",NA,0,0,0.348382,0.122354,-0.351127,0.954081,46.7,86.7,0.746,0.262,2.043,0.292,0.35,-0.7888,40,"high edi","Electoral democracy",0.547191,0.192177,0.8459365,0.547191,0.192177,0.8459365
"9113","NIC 2001","Nicaragua 2001","Nicaragua",2001,-0.309,-0.309,-0.188,-0.585,-0.585,-0.585,-0.374,0.654,0.404,-0.109,-0.109,-0.109,0.247,0.247,0.247,-0.862,-0.862,-0.862,0.732,1.278,0.592,2,6.782,17,2,1.91427204370345,"Latin Am.",0.42,0.420934245,0.5082,0.4962,0.4847,0.4747,0.5224,0.5267,0.3072,0.2986,0.2919,0.2857,0.3177,0.3242,1,"democracy",1,0,0,18,2.89037175789616,"Presidential",2,0.52580029,0,53.200001,"PLC",53.200001,NA,0,NA,0,0.086868688,44.199997,"FSLN",42.099998,"PCN",2.0999999,NA,0,"PLC",NA,0,1,0.428532,0.198809,0.011155,1.074528,53.3,95.7,0.804,0.373,2.016,0.308248,0.37312,-0.83316,42.4,"low edi","Electoral democracy",0.616266,0.2859045,1.0135775,0.616266,0.2859045,1.0135775
"9118","NIC 2006","Nicaragua 2006","Nicaragua",2006,-0.546,-0.655,-0.723,-1.614,-1.614,-1.193,-1.489,-1.402,-0.937,-0.562,-0.426,-0.109,0.062,0.084,0.121,-2.007,-1.696,-1.901,0.642,-1.653,0.56,2,7.584,17,2,2.02604076495272,"Latin Am.",0.34,0.342422447,0.466,0.4669,0.4662,0.4673,0.4688,0.4747,0.2765,0.28,0.2838,0.2876,0.2813,0.2857,1,"democracy",1,0,0,23,3.13549421592915,"Presidential",4,0.68938822,0,37.470001,"FSLN",37.470001,NA,0,NA,0,0.59200603,61.98,"PLC",27.629999,"ALN",26.09,"MRS",8.2600002,"FSLN",NA,0,0,0.33453,0.298186,-0.25945,0.352702,41.3,98.9,0.81,0.722,-0.854,0.310798,0.189926,1.005824,57.6,"low edi","Electoral democracy",0.572265,0.510093,-0.556725,0.572265,0.510093,-0.556725
"9123","NIC 2011","Nicaragua 2011","Nicaragua",2011,-0.356,-0.65,-0.419,-1.614,-1.614,-1.614,-1.477,-1.489,-1.489,-0.709,-0.709,-0.709,0.041,0.056,0.06,-2.204,-2.007,-2.007,0.244,-1.216,0.427,1,8.552,17,2,2.14616517372274,"Latin Am.",0,0.459615156,0.4833,0.4896,0.4844,0.4815,0.4726,0.4673,0.301,0.3118,0.3238,0.3321,0.2933,0.2876,1,"democracy",1,0,0,28,3.3322045101752,"Presidential",2,0.44644195,0,60.75,"FSLN",60.75,NA,0,NA,0,0.13756613,37.959999,"PLI",31.450001,"PLC",6.5100002,NA,0,"FSLN",NA,0,1,0.665135,0.46169,0.187915,0.22879,68.5,100,0.971,0.674,-0.334,0.149016,0.129465,0.482504,31.5,"low edi","Autocratic",0.8180675,0.567845,-0.0730425,0.8180675,0.567845,-0.0730425
"9208","NER 1993","Niger 1993","Niger",1993,-1.699,-1.699,-1.699,1.86,1.86,1.86,-0.834,-0.834,-0.834,0.244,0.244,0.244,0.769,0.769,0.769,-0.034,-0.034,-0.034,0.675,1.507,0.533,2,2.049,6,4,0.717351869256763,"Sub-S. Africa",0,0.161434264,0.3976,0.382,0.3379,0.2456,0.374,0.3291,0.5394,0.551,0.5486,0.5287,0.5117,0.4849,1,"democracy",1,1,0,1,0,"Presidential",3,0.75830156,0.71879536,0,"CDS-R",NA,"PNDS",NA,"ANDP-Z",NA,0,0,"MNSD-N",NA,NA,0,NA,0,"CDS-R",54.419998,0,1,0.121518,0.122303,0.241844,0.006908,15.7,90.4,NA,NA,NA,0.270824,0.255119,0.014658,34.9,"low edi","Electoral democracy",NA,NA,NA,NA,NA,NA
