"","cy","cy2","country_name","year","v2jupoatck_lag2","v2jupoatck_lag1","v2jupoatck","v2juhccomp_lag2","v2juhccomp_lag1","v2juhccomp","v2jupurge_lag2","v2jupurge_lag1","v2jupurge","v2jupack_lag2","v2jupack_lag1","v2jupack","v2x_jucon_lag2","v2x_jucon_lag1","v2x_jucon","v2juhcind_lag2","v2juhcind_lag1","v2juhcind","v2xlg_legcon","v2x_divparctrl","v2x_polyarchy","v2x_regime","e_gdppc","e_regiongeo","e_regionpol","log_e_gdppc","region","POLCONIII_VDEM","polconiii","LJI","LJI_lag1","LJI_lag2","LJI_lag3","LJI_lead1","LJI_lead2","LJI_vdem","LJI_vdem_lag1","LJI_vdem_lag2","LJI_vdem_lag3","LJI_vdem_lead1","LJI_vdem_lead2","boix_democracy","boix_democracy_text","boix_democracy_omitteddata","boix_democracy_trans","boix_democracy_breakdowns","boix_democracy_duration","boix_democracy_duration_log","system","checks","frac","govfrac","numvote","gov1me","gov1vote","gov2me","gov2vote","gov3me","gov3vote","oppfrac","oppvote","opp1me","opp1vote","opp2me","opp2vote","opp3me","opp3vote","execme","percentl","execnat","allhouse","api_gov","popul_gov","conserv_gov","extremism_gov","seatshare_gov","seatshare_total","api_exec_party","popul_exec_party","conserv_exec_party","api_opp","popul_opp","conserv_opp","seatshare_opp","edi_high","regime_type","api_exec_gov","popul_exec_gov","conserv_exec_gov","api_model","popul_model","conserv_model"
"20644","BGR 2014","Bulgaria 2014","Bulgaria",2014,-1.606,-1.274,-1.001,2.016,2.099,1.586,1.158,1.158,0.611,1.581,1.581,1.741,0.86,0.885,0.842,0.901,1.328,1.328,0.809,-0.33,0.677,2,39.93,4,1,3.68712792107513,"E. Europe",0.47,0.467061939,0.5926,0.5887,NA,NA,0.591,0.5841,0.7346,0.7335,NA,NA,0.7409,0.7556,1,"democracy",1,0,0,25,3.2188758248682,"Parliamentary",4,0.80721754,0.20694289,0,"GERB",NA,"ATAKA",NA,NA,0,0.80957854,0,"BSP",NA,"DPS",NA,NA,0,"GERB",NA,0,0,0.05425,0.1638,-0.2812,0.0672,35,90.9,0.155,0.468,0.192,0.051323,0.090214,-0.413992,32.1,"high edi","Electoral democracy",0.104625,0.3159,-0.0446,0.05425,0.1638,-0.2812
"20732","COM 2009","Comoros 2009","Comoros",2009,-0.322,-0.322,-1.371,-0.385,-0.385,-0.385,-1.039,-1.039,-1.001,-1.273,-1.273,-1.273,0.394,0.394,0.318,0.967,0.967,0.068,0.523,0.27,0.451,1,3.935,8,4,1.36991088186937,"Sub-S. Africa",0.19,0.473453623,0.5885,0.6169,0.6466,0.6721,0.5778,0.5713,0.3764,0.3782,0.379,0.3794,0.3758,0.374,1,"democracy",1,0,0,4,1.38629436111989,"Presidential",3,0.47463769,0.26842105,0,"Mouvance Presidentielle",NA,"Allies",NA,NA,0,0,0,"Opposition",NA,NA,0,NA,0,"FNJ",NA,0,1,0.54145,0.32487,-0.42009,1.139544,83.3,83.3,NA,NA,NA,NA,NA,NA,NA,"low edi","Autocratic",NA,NA,NA,NA,NA,NA
"20761","HRV 2000","Croatia 2000","Croatia",2000,-0.482,-0.482,-0.482,1.188,1.188,1.188,1.303,0.629,0.629,1.313,1.313,1.313,0.772,0.772,0.748,0.781,0.781,0.22,0.743,-0.199,0.771,2,31.485,3,1,3.44951124194071,"E. Europe",0.42,0.465812054,0.5257,0.5582,0.5784,0.5932,0.4475,0.3733,0.6061,0.6496,0.6739,0.6866,0.4954,0.4228,1,"democracy",1,1,0,1,0,"Parliamentary",3,0.78103942,0.6778149,53.399998,"SDP",26.879999,"HSLS",11.82,"HSS",14.7,0.32592592,45.150002,"HDZ",26.66,"HSP",5.1900001,"PGU",NA,"SDP",NA,0,1,0.031151,0.05321,-0.225641,0.338299,56.3,90.1,0.039,0.075,-0.86,0.110126,0.044927,0.450423,33.1,"high edi","Electoral democracy",0.0350755,0.064105,-0.5428205,0.031151,0.05321,-0.225641
"20764","HRV 2003","Croatia 2003","Croatia",2003,-0.482,-0.482,-0.482,1.188,1.188,1.188,1.303,1.303,1.303,1.313,1.313,1.313,0.772,0.772,0.772,0.781,0.781,0.781,0.743,-0.199,0.774,2,37.797,3,1,3.6322297343966,"E. Europe",0.54,0.540691609,0.5932,0.6039,0.6313,0.6613,0.5784,0.5582,0.6866,0.6927,0.7125,0.736,0.6739,0.6496,1,"democracy",1,0,0,4,1.38629436111989,"Parliamentary",4,0.69308466,0.084398977,37.959999,"HDZ",33.91,"CDC",4.0500002,NA,0,0.6353153,52.060001,"SDP-LP-IDA",22.610001,"CPP-CPSB-APGK",8.0200005,"HSS",7.1500001,"HDZ",NA,1,1,0.036456,0.036022,-0.2363,0.360654,43.4,84.3,0.084,0.083,0.831,0.015666,0.035022,-0.181024,29,"high edi","Electoral democracy",0.060228,0.059511,0.29735,0.036456,0.036022,-0.2363
"20768","HRV 2007","Croatia 2007","Croatia",2007,-0.482,-0.482,-0.482,1.188,1.188,1.188,1.303,1.303,1.303,1.313,1.313,1.313,0.772,0.772,0.772,0.781,0.781,0.781,0.745,0.206,0.787,2,45.345,3,1,3.81429991689953,"E. Europe",0.5,0.499097801,0.6871,0.7248,0.7488,0.7758,0.6613,0.6313,0.76,0.7902,0.8134,0.8455,0.736,0.7125,1,"democracy",1,0,0,8,2.07944154167984,"Parliamentary",3,0.64185828,0.21693693,47.199997,"HDZ",36.599998,"HSS",6.5,"HSU",4.0999999,0.35155281,44.800003,"SDP",31.200001,"HNS",6.8000002,"IDS",1.5,"HDZ",NA,1,1,0.038066,0.03979,0.04929,0.365025,47,88.2,0.079,0.083,0.831,0.015194,0.050164,-0.336748,41.2,"high edi","Electoral democracy",0.058533,0.061395,0.440145,0.038066,0.03979,0.04929
"20772","HRV 2011","Croatia 2011","Croatia",2011,-0.093,-0.344,-0.344,1.602,1.75,1.75,1.38,1.303,1.303,1.313,1.313,1.313,0.822,0.845,0.845,1.088,1.088,1.088,0.849,0.368,0.854,2,44.569,3,1,3.7970385500902,"E. Europe",0.45,0.452264327,0.782,0.7768,0.7647,0.7568,0.7758,0.7488,0.8703,0.874,0.8661,0.8595,0.8455,0.8134,1,"democracy",1,0,0,12,2.484906649788,"Parliamentary",3,0.57927042,0,45.650002,"KUKURIKU",45.650002,NA,0,NA,0,0.43079025,36.969997,"HDZ",18.389999,"HL",7.6799998,"SBHS",4.4499998,"SDP",NA,0,1,0.018996,0.06166,-0.746755,0.384292,53,86.2,0.039,0.126,-0.746,0.021488,0.032368,0.226032,27.2,"high edi","Electoral democracy",0.028998,0.09383,-0.7463775,0.018996,0.06166,-0.746755
"21098","CYP 1976","Cyprus 1976","Cyprus",1976,0.153,0.153,0.153,0.949,0.949,0.828,0.763,0.763,0.763,-0.428,-0.428,-0.428,0.789,0.789,0.806,1.304,1.304,1.304,0.791,0.705,0.561,2,18.369,10,5,2.91066446116393,"W. Europe, N. Am.",0.48,0.183762689,0.7282,0.7424,0.7542,0.7663,0.7106,0.6859,0.6761,0.6823,0.6867,0.6932,0.6693,0.6624,1,"democracy",1,1,0,1,0,"Presidential",3,0.57647061,0.43448275,0,"DIKO",NA,"AKEL",NA,NA,0,0.40000001,0,"EDEK",NA,"independent",NA,NA,0,"independent",NA,1,0,0.422029,0.503716,-0.151078,1.616088,85.7,97.1,NA,NA,NA,0.042522,0.071136,-0.15618,11.4,"low edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"21103","CYP 1981","Cyprus 1981","Cyprus",1981,0.153,0.153,0.153,0.949,0.949,0.949,0.763,0.763,0.763,-0.428,-0.428,-0.428,0.789,0.789,0.789,1.304,1.304,1.304,0.794,0.707,0.639,2,27.429,10,5,3.3116008478504,"W. Europe, N. Am.",0.38,0.282367059,0.7881,0.7964,0.7998,0.802,0.7764,0.7663,0.7062,0.7116,0.7153,0.7187,0.6999,0.6932,1,"democracy",1,0,0,6,1.79175946922805,"Presidential",3,0.72605044,0.50526315,52.27,"AKEL",32.77,"DIKO",19.5,NA,0,0.34285715,40.09,"DISY",31.92,"EDEK",8.1700001,NA,0,"DIKO",NA,1,0,0.20109,0.377227,0.484047,1.298641,57.2,100.1,0.619,0.467,1.501,0.16379,0.142158,0.657017,42.9,"high edi","Electoral democracy",0.410045,0.4221135,0.9925235,0.410045,0.4221135,0.9925235
"21107","CYP 1985","Cyprus 1985","Cyprus",1985,0.6,0.153,0.153,0.949,0.949,0.949,0.763,0.763,0.763,0.129,0.129,-0.428,0.789,0.789,0.789,1.304,1.304,1.304,0.794,0.707,0.698,2,33.566,10,5,3.51351364988599,"W. Europe, N. Am.",0.48,0.182642185,0.8039,0.812,0.8242,0.8427,0.802,0.7998,0.7216,0.7244,0.7282,0.7368,0.7187,0.7153,1,"democracy",1,0,0,10,2.30258509299405,"Presidential",3,0.73311687,0.51612902,55.080002,"DIKO",27.65,"AKEL",27.43,NA,0,0.38,44.630001,"DISY",33.560001,"EDEK",11.07,NA,0,"DIKO",56.5,1,0,0.223398,0.344746,0.030561,0.988066,55.4,100,0.619,0.467,1.501,0.170087,0.154337,0.619211,44.6,"high edi","Electoral democracy",0.421199,0.405873,0.7657805,0.421199,0.405873,0.7657805
"21113","CYP 1991","Cyprus 1991","Cyprus",1991,0.953,0.953,0.953,1.292,1.292,1.292,0.763,0.763,0.763,0.129,0.129,0.129,0.818,0.818,0.818,1.304,1.304,1.304,0.81,0.707,0.767,2,44.806,10,5,3.80234205902474,"W. Europe, N. Am.",0.49,0.181394351,0.8956,0.9126,0.9242,0.93,0.8794,0.8606,0.7607,0.7688,0.7757,0.7808,0.753,0.7447,1,"democracy",1,0,0,16,2.77258872223978,"Presidential",NA,0.7330538,0.7330538,96.800003,"DISY",35.799999,"AKEL",30.6,"DIKO",19.5,NA,0,NA,0,NA,0,NA,0,"independent",51.529999,1,0,0.234987,0.436586,-0.054861,1.593229,87.4,99.9,NA,NA,NA,0.0285,0.07775,-0.17125,12.5,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"21118","CYP 1996","Cyprus 1996","Cyprus",1996,0.953,0.953,0.953,1.292,1.292,1.292,0.763,0.763,0.763,0.129,0.129,0.129,0.818,0.818,0.818,1.304,1.304,1.304,0.81,0.707,0.776,2,51.252,10,5,3.93675464164733,"W. Europe, N. Am.",0.49,0.485305649,0.9379,0.9378,0.9391,0.9403,0.9359,0.93,0.7923,0.7986,0.8057,0.8135,0.7863,0.7808,1,"democracy",1,0,0,21,3.04452243772342,"Presidential",3,0.72922075,0.45977011,50.900002,"DISY",34.470001,"DIKO",16.43,NA,0,0.44,44.849998,"AKEL",33.029999,"EDEK",8.1300001,"KED",3.6900001,"DISY",50.310001,1,0,0.183141,0.175699,-0.063923,0.898427,53.6,96.4,0.334,0.258,1.764,0.049429,0.32249,-0.536683,42.8,"high edi","Electoral democracy",0.2585705,0.2168495,0.8500385,0.2585705,0.2168495,0.8500385
"21123","CYP 2001","Cyprus 2001","Cyprus",2001,1.93,1.93,1.93,1.292,1.292,1.292,1.052,1.052,1.052,1.773,1.773,1.773,0.847,0.847,0.847,1.585,1.585,1.585,0.836,0.388,0.805,2,60.317,10,5,4.09961398771488,"W. Europe, N. Am.",0.49,0.486171494,0.9406,0.9415,0.9423,0.9411,0.9394,0.9403,0.8229,0.826,0.8305,0.8333,0.8193,0.8135,1,"democracy",1,0,0,26,3.25809653802148,"Presidential",4,0.73831165,0.1,36.619999,"DISY",34,"EDI",2.6199999,NA,0,0.58645278,59.099998,"AKEL",34.709999,"DIKO",14.84,"KISOS",6.5100002,"DISY",50.799999,1,0,0.052545,0.087462,0.17615,0.597996,33.9,92.8,0.155,0.258,1.764,0.073563,0.356503,-0.264565,51.8,"high edi","Electoral democracy",0.1037725,0.172731,0.970075,0.1037725,0.172731,0.970075
"21128","CYP 2006","Cyprus 2006","Cyprus",2006,1.773,1.93,1.93,1.73,1.73,1.73,0.931,1.4,1.546,1.773,1.773,1.773,0.891,0.891,0.891,1.876,1.876,1.876,0.77,0.388,0.834,3,67.383,10,5,4.21039276058477,"W. Europe, N. Am.",0.51,0.509668966,0.9335,0.9255,0.916,0.9089,0.938,0.9411,0.8323,0.8303,0.8287,0.8283,0.8338,0.8333,1,"democracy",1,0,0,31,3.43398720448515,"Presidential",3,0.75714284,0.61140817,57.900002,"DIKO",17.9,"AKEL",31.1,"KISOS",8.8999996,0.32467532,38.099998,"DISY",30.299999,"EVROKO",5.8000002,"KOP",2,"DIKO",NA,1,0,0.069283,0.34448,0.09616,0.749374,51.7,98.1,0.211,0.467,1.501,0.055047,0.09702,0.443715,37.5,"high edi","Liberal democracy",0.1401415,0.40574,0.79858,0.1401415,0.40574,0.79858
"21133","CYP 2011","Cyprus 2011","Cyprus",2011,0.965,1.434,1.356,1.73,1.73,1.73,1.149,1.392,1.537,1.773,1.773,1.773,0.869,0.891,0.891,1.876,1.876,1.876,0.785,0.655,0.848,3,66.375,10,5,4.1953204795621,"W. Europe, N. Am.",0.5,0.504787143,0.89,0.8818,0.8747,0.87,0.8997,0.9089,0.8253,0.8252,0.8262,0.8274,0.8271,0.8283,1,"democracy",1,0,0,36,3.58351893845611,"Presidential",4,0.73506492,0.34420291,41.599998,"AKEL",32.669998,"EDEK",8.9300003,NA,0,0.51182795,53.919998,"DISY",34.279999,"DIKO",15.76,"EVROKO",3.8800001,"AKEL",53.369999,0,0,0.04203,0.321155,0.315476,0.536683,42.8,94.6,0.072,0.788,-1.418,0.089306,0.1652,0.966014,51.8,"high edi","Liberal democracy",0.057015,0.5545775,-0.551262,0.057015,0.5545775,-0.551262
"21440","DNK 1975","Denmark 1975","Denmark",1975,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.906,3,53.706,2,5,3.98352472711686,"W. Europe, N. Am.",0.57,0.573296315,0.9368,0.9411,0.9448,0.9486,0.9316,0.9271,0.9967,0.9968,0.9968,0.9968,0.9967,0.9967,1,"democracy",1,0,1,31,3.43398720448515,"Parliamentary",4,0.82097977,0,29.940001,"SD",29.940001,NA,0,NA,0,0.81742537,68.239998,"V",23.33,"FP",13.58,"RV",7.0999999,"SD",NA,0,0,0.009768,0.05328,1.385412,0.2812,29.6,89.4,0.033,0.18,-0.95,0.052996,0.153596,0.815248,59.8,"high edi","Liberal democracy",0.021384,0.11664,0.217706,0.009768,0.05328,1.385412
"21442","DNK 1977","Denmark 1977","Denmark",1977,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.907,3,57.089,2,5,4.04461145362027,"W. Europe, N. Am.",0.55,0.546715895,0.9448,0.9486,0.9515,0.9548,0.9411,0.9368,0.9968,0.9968,0.9967,0.9967,0.9968,0.9967,1,"democracy",1,0,1,33,3.49650756146648,"Parliamentary",4,0.81211352,0,37,"SD",37,NA,0,NA,0,0.86979628,67.699997,"FP",14.6,"V",12,"KF",8.5,"SD",NA,0,0,0.011979,0.06534,-0.713309,0.34485,36.3,76.5,0.033,0.18,-0.95,0.042857,0.142634,0.763311,40.2,"high edi","Liberal democracy",0.0224895,0.12267,-0.8316545,0.011979,0.06534,-0.713309
"21444","DNK 1979","Denmark 1979","Denmark",1979,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.908,3,59.26,2,5,4.08193454214542,"W. Europe, N. Am.",0.54,0.539924676,0.9515,0.9548,0.9582,0.9616,0.9486,0.9448,0.9967,0.9967,0.9967,0.9967,0.9968,0.9968,1,"democracy",1,0,1,35,3.55534806148941,"Parliamentary",4,0.79481113,0,38.299999,"SD",38.299999,NA,0,NA,0,0.86019772,59.400002,"V",12.5,"KF",12.5,"FP",11,"SD",NA,0,0,0.01254,0.06536,0.475417,0.361,38,85.5,0.033,0.172,-0.95,0.041622,0.123539,0.677299,47.5,"high edi","Liberal democracy",0.02277,0.11868,-0.2372915,0.01254,0.06536,0.475417
"21446","DNK 1981","Denmark 1981","Denmark",1981,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.91,3,59.571,2,5,4.087168878473,"W. Europe, N. Am.",0.53,0.531827356,0.9582,0.9616,0.9643,0.9667,0.9548,0.9515,0.9967,0.9967,0.9967,0.9966,0.9967,0.9967,1,"democracy",1,0,1,37,3.61091791264422,"Parliamentary",4,0.82583904,0,32.900002,"SD",32.900002,NA,0,NA,0,0.85898054,64.400002,"KF",14.5,"SF",11.3,"V",11.3,"SD",NA,0,0,0.01089,0.05676,-0.612182,0.3135,33,92.7,0.033,0.172,-0.95,0.047668,0.146037,0.524666,59.7,"high edi","Liberal democracy",0.021945,0.11438,-0.781091,0.01089,0.05676,-0.612182
"21449","DNK 1984","Denmark 1984","Denmark",1984,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.91,3,64.56,2,5,4.16759502396169,"W. Europe, N. Am.",0.55,0.54789822,0.9667,0.9696,0.9723,0.9742,0.9643,0.9616,0.9966,0.9966,0.9966,0.9965,0.9967,0.9967,1,"democracy",1,0,1,40,3.68887945411394,"Parliamentary",7,0.80435681,0.60972363,42.799999,"KF",23.4,"V",12.1,"CD",4.5999999,0.61197025,59.899998,"SD",36.599998,"SF",11.5,"RV",5.5,"KF",NA,0,0,0.010975,0.038027,-0.351876,0.529949,35.8,84.4,0.031,0.11,1.28,0.025016,0.078664,-0.533712,48.6,"high edi","Liberal democracy",0.0209875,0.0740135,0.464062,0.010975,0.038027,-0.351876
"21452","DNK 1987","Denmark 1987","Denmark",1987,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.909,3,70.542,2,5,4.25620827711366,"W. Europe, N. Am.",0.54,0.536248103,0.9742,0.9756,0.9766,0.9769,0.9723,0.9696,0.9965,0.9965,0.9965,0.9965,0.9966,0.9966,1,"democracy",1,0,1,43,3.76120011569356,"Parliamentary",7,0.80435681,0.60972363,38.5,"KF",20.799999,"V",10.5,"CD",4.8000002,0.61197025,59.299999,"SD",29.299999,"SF",14.6,"RV",6.1999998,"KF",NA,0,0,0.009752,0.033814,-0.106382,0.403966,31.8,83.2,0.031,0.11,0.974,0.027767,0.084453,-0.72114,51.4,"high edi","Liberal democracy",0.020376,0.071907,0.433809,0.009752,0.033814,-0.106382
"21453","DNK 1988","Denmark 1988","Denmark",1988,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.908,3,71.193,2,5,4.26539449897799,"W. Europe, N. Am.",0.54,0.544307455,0.9756,0.9766,0.9769,0.9765,0.9742,0.9723,0.9965,0.9965,0.9965,0.9966,0.9965,0.9966,1,"democracy",1,0,1,44,3.78418963391826,"Parliamentary",7,0.80435681,0.60972363,38.5,"KF",20.799999,"V",10.5,"CD",4.8000002,0.61197025,59.299999,"SD",29.299999,"SF",14.6,"RV",6.1999998,"KF",NA,0,0,0.009766,0.033737,-0.099294,0.420053,31.9,90.5,0.031,0.11,0.974,0.025852,0.083635,-0.697212,49.7,"high edi","Liberal democracy",0.020383,0.0718685,0.437353,0.009766,0.033737,-0.099294
"21455","DNK 1990","Denmark 1990","Denmark",1990,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.908,3,73.358,2,5,4.29535156476305,"W. Europe, N. Am.",0.54,0.544351245,0.9769,0.9765,0.9764,0.9768,0.9766,0.9756,0.9965,0.9966,0.9967,0.9968,0.9965,0.9965,1,"democracy",1,0,1,46,3.8286413964891,"Parliamentary",5,0.78635365,0.50847459,31.799999,"KF",16,"V",15.8,NA,0,0.64109242,63,"SD",37.400002,"SF",8.3000002,"FP",6.4000001,"KF",NA,0,0,0.00825,0.034518,-0.151046,0.465438,33,91.6,0.025,0.11,0.974,0.014245,0.076629,-0.749196,46.9,"high edi","Liberal democracy",0.016625,0.072259,0.411477,0.00825,0.034518,-0.151046
"21459","DNK 1994","Denmark 1994","Denmark",1994,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.909,3,79.101,2,5,4.37072551691873,"W. Europe, N. Am.",0.52,0.519939416,0.9772,0.9778,0.978,0.9778,0.9768,0.9764,0.9969,0.997,0.9971,0.9971,0.9968,0.9967,1,"democracy",1,0,1,50,3.91202300542815,"Parliamentary",7,0.7856158,0.30486485,42,"SD",34.599998,"RV",4.5999999,"CD",2.8,0.73030305,56.099998,"V",23.299999,"KF",15,"SF",7.3000002,"SD",NA,0,0,0.011418,0.052938,0.112649,0.25085,34.6,86.6,0.033,0.153,-0.725,0.01077,0.055278,0.479457,45.9,"high edi","Liberal democracy",0.022209,0.102969,-0.3061755,0.011418,0.052938,0.112649
"21463","DNK 1998","Denmark 1998","Denmark",1998,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.908,3,87.325,2,5,4.4696367906929,"W. Europe, N. Am.",0.53,0.5290579,0.9787,0.9792,0.9802,0.981,0.9778,0.978,0.9971,0.9972,0.9972,0.9972,0.9971,0.9971,1,"democracy",1,0,1,54,3.98898404656427,"Parliamentary",7,0.7926656,0.44987971,49.900002,"SD",35.900002,"RV",3.9000001,"SF",7.5999999,0.71299195,49.899998,"V",24,"KF",8.8999996,"SF",7.5999999,"SD",NA,0,0,0.009856,0.053856,-0.069896,0.175648,35.2,82.2,0.028,0.153,-0.499,0.024023,0.124003,0.45489,47,"high edi","Liberal democracy",0.018928,0.103428,-0.284448,0.009856,0.053856,-0.069896
"21466","DNK 2001","Denmark 2001","Denmark",2001,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.908,3,93.216,2,5,4.53491938077702,"W. Europe, N. Am.",0.53,0.534163505,0.981,0.9808,0.98,0.979,0.9802,0.9792,0.9972,0.9972,0.9972,0.9971,0.9972,0.9972,1,"democracy",1,0,1,57,4.04305126783455,"Parliamentary",5,0.78176242,0.35054773,40.300003,"V",31.200001,"KF",9.1000004,NA,0,0.68348247,57.400002,"SD",29.1,"DF",12,"SF",6.4000001,"V",NA,0,0,0.016571,0.090995,0,0.455762,40.2,93.3,0.041,0.262,1.004,0.034892,0.139471,-0.224347,48.1,"high edi","Liberal democracy",0.0287855,0.1764975,0.502,0.016571,0.090995,0
"21470","DNK 2005","Denmark 2005","Denmark",2005,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.921,3,99.611,2,5,4.60127260025938,"W. Europe, N. Am.",0.52,0.520836112,0.9781,0.9769,0.9752,0.974,0.979,0.98,0.9971,0.9971,0.9971,0.9971,0.9971,0.9972,1,"democracy",1,0,1,61,4.11087386417331,"Parliamentary",5,0.80060756,0.38757765,39.57,"V",29.299999,"KF",10.27,NA,0,0.71488094,57.66,"SD",25.84,"DF",13.25,"RV",9.1800003,"V",NA,0,0,0.015466,0.077648,-0.434064,0.452754,39.2,94.5,0.041,0.229,1.004,0.036142,0.127497,-0.168216,49.2,"high edi","Liberal democracy",0.028233,0.153324,0.284968,0.015466,0.077648,-0.434064
"21472","DNK 2007","Denmark 2007","Denmark",2007,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.923,3,102.651,2,5,4.6313348852587,"W. Europe, N. Am.",0.53,0.533491369,0.9752,0.974,0.9726,0.9706,0.9769,0.9781,0.9971,0.9971,0.997,0.997,0.9971,0.9971,1,"democracy",1,0,1,63,4.14313472639153,"Parliamentary",5,0.8069613,0.62002045,50.52,"V",26.26,"DFP",13.86,"KF",10.4,0.60339504,45.799999,"SD",25.469999,"SF",13.04,"RV",5.1199999,"V",NA,0,0,0.041932,0.13599,-0.00886800000000003,0.419178,49.8,92.7,0.041,0.14,1.004,0.011355,0.069049,-0.490477,42.9,"high edi","Liberal democracy",0.041466,0.137995,0.497566,0.041932,0.13599,-0.00886800000000003
"21476","DNK 2011","Denmark 2011","Denmark",2011,1.786,1.786,1.786,2.948,2.948,2.948,1.93,1.93,1.93,1.855,1.855,1.855,0.989,0.989,0.989,2.8,2.8,2.8,0.981,-0.037,0.922,3,102.051,2,5,4.62547268832592,"W. Europe, N. Am.",0.55,0.550233607,0.9683,0.965,0.9616,0.9584,0.9706,0.9726,0.997,0.997,0.9969,0.9968,0.997,0.997,1,"democracy",1,0,1,67,4.20469261939097,"Parliamentary",6,0.82633823,0.67620021,50.220001,"SD",24.860001,"RV",9.4799995,"SF",9.1999998,0.62352937,48.959999,"V",26.74,"DF",12.3,"LA",4.98,"SD",NA,0,0,0.010886,0.060186,-0.503064,0.29294,43,88.3,0.027,0.153,-0.495,0.052888,0.14421,0.210099,45.3,"high edi","Liberal democracy",0.018943,0.106593,-0.499032,0.010886,0.060186,-0.503064
"21639","EST 1992","Estonia 1992","Estonia",1992,1.579,1.579,0.907,2.392,2.392,1.434,1.506,1.506,1.152,1.776,1.776,1.776,0.955,0.955,0.947,1.996,1.996,2.663,0.834,-0.435,0.451,1,26.728,2,1,3.28571170505446,"E. Europe",0,0,0.7966,0.7987,0.8015,0.8057,0.7922,0.7926,0.8605,0.9002,0.9201,0.9325,0.8333,0.8277,1,"democracy",1,0,1,2,0.693147180559945,"Assembly-Elected President",3,0.84204626,0.59450978,40.400002,"IL",22,"Moderates",9.6999998,"ERSP",8.6999998,0.77088434,44.299999,"Safe Haven",13.6,"ER",12.2,"EKL",6.8000002,"IL",NA,0,1,0.02956,0.107057,0.583596,0.797806,50.5,98,0.062,0.23,1.894,0.044477,0.061857,0.165821,15.8,"low edi","Autocratic",0.04578,0.1685285,1.238798,0.02956,0.107057,0.583596
"21646","EST 1999","Estonia 1999","Estonia",1999,1.727,1.727,1.579,2.392,2.392,2.392,1.506,1.506,1.506,1.776,1.776,1.776,0.955,0.955,0.949,1.996,1.996,1.996,0.924,-0.435,0.867,3,32.907,2,1,3.49368540109731,"E. Europe",0.51,0.51302895,0.8318,0.8331,0.835,0.8413,0.8272,0.8206,0.9482,0.9467,0.9474,0.9498,0.9493,0.9473,1,"democracy",1,0,1,9,2.19722457733622,"Assembly-Elected President",4,0.82633656,0.67924529,47.220001,"IL",16.09,"RE",15.92,"Moderates",15.21,0.6143617,44.389999,"EK",23.41,"EK",7.5799999,"People's Party",7.27,"IL",NA,0,1,0.01576,0.043312,0.135285,0.827046,52.4,99.8,0.037,0.076,2.114,0.037452,0.125033,-0.250071,47.4,"high edi","Liberal democracy",0.02638,0.059656,1.1246425,0.01576,0.043312,0.135285
